transcript_id	gene_id	flight1	flight2	flight3	ground1	ground2	ground3
AT1G57980.1	AT1G57980	344.00	379.00	295.00	250.00	194.00	235.00
AT1G57990.1	AT1G57990	1968.00	1415.00	1979.00	896.00	687.00	1429.00
AT1G58007.1	AT1G58007	0.00	0.00	51.00	9.13	0.00	0.00
AT1G58007.2	AT1G58007	5.00	50.00	0.00	140.87	75.00	61.00
AT1G58010.1	AT1G58010	0.00	0.00	0.00	0.00	0.00	0.00
AT1G58020.1	AT1G58020	0.00	0.00	0.00	0.00	0.00	0.00
AT1G58025.1	AT1G58025	1111.59	836.34	713.58	1158.65	630.74	895.28
AT1G58025.2	AT1G58025	0.00	116.95	0.00	103.41	0.00	191.72
AT1G58025.3	AT1G58025	55.41	21.71	180.42	62.94	93.26	0.00
AT1G58030.1	AT1G58030	8574.00	8787.00	7996.00	3283.00	3645.00	3891.00
AT1G58037.1	AT1G58037	130.00	10.87	102.00	116.00	61.00	72.00
AT1G58037.2	AT1G58037	0.00	8.13	0.00	0.00	0.00	0.00
AT1G58040.1	AT1G58040	0.00	0.00	0.00	0.00	0.00	0.00
AT1G58050.1	AT1G58050	0.00	0.00	0.00	0.00	0.00	0.00
AT1G58055.1	AT1G58055	0.00	0.00	0.00	0.00	0.00	0.00
AT1G58060.1	AT1G58060	2436.00	1830.00	2041.00	2427.00	1411.00	1981.00
AT1G58070.1	AT1G58070	523.00	658.00	355.00	379.00	248.00	398.00
AT1G58080.1	AT1G58080	4212.00	3258.00	3642.00	6187.00	3127.00	4949.00
AT1G58090.1	AT1G58090	0.00	0.00	25.00	0.00	0.00	0.00
AT1G58100.1	AT1G58100	2931.12	2251.00	2372.00	2264.44	1451.00	2247.00
AT1G58100.2	AT1G58100	90.88	0.00	0.00	95.56	0.00	0.00
AT1G58110.1	AT1G58110	0.00	0.00	0.00	0.00	0.00	0.00
AT1G58110.2	AT1G58110	2872.00	2772.00	2469.00	2292.00	1577.00	1759.00
AT1G58120.1	AT1G58120	7.00	0.00	12.50	0.00	6.00	7.50
AT1G58122.1	AT1G58122	7.00	0.00	12.50	0.00	6.00	7.50
AT1G58130.1	AT1G58130	0.00	0.00	0.00	0.00	0.00	0.00
AT1G58140.1	AT1G58140	159.89	75.47	64.71	23.43	40.26	63.26
AT1G58150.1	AT1G58150	0.00	0.00	0.00	0.00	0.00	0.00
AT1G58160.1	AT1G58160	55.00	43.00	15.00	19.00	21.00	28.00
AT1G58170.1	AT1G58170	310.00	784.00	234.00	1173.00	499.00	1006.00
AT1G58180.1	AT1G58180	30.12	37.68	0.00	0.00	44.74	90.52
AT1G58180.2	AT1G58180	5015.87	4116.13	5139.66	882.96	1342.92	800.70
AT1G58180.3	AT1G58180	560.01	524.19	648.34	188.04	182.34	177.49
AT1G58180.4	AT1G58180	0.00	0.00	0.00	0.00	0.00	382.28
AT1G58190.1	AT1G58190	1559.37	1445.59	1653.72	1034.30	920.21	1291.88
AT1G58190.2	AT1G58190	211.63	214.41	294.28	151.70	188.79	200.12
AT1G58200.1	AT1G58200	0.00	141.74	0.00	0.00	0.00	0.00
AT1G58200.2	AT1G58200	1813.00	1294.26	1461.00	903.00	823.00	914.00
AT1G58210.1	AT1G58210	221.00	122.00	121.00	199.00	93.00	128.00
AT1G58220.1	AT1G58220	943.00	619.00	773.00	795.00	643.00	948.00
AT1G58225.1	AT1G58225	0.00	0.00	0.00	11.00	0.00	0.00
AT1G58225.2	AT1G58225	0.00	0.00	0.00	0.00	10.00	0.00
AT1G58230.1	AT1G58230	2432.00	2537.00	1607.00	2492.00	1617.00	2004.00
AT1G58235.1	AT1G58235	1379.58	1405.58	1284.21	542.50	614.09	658.74
AT1G58242.1	AT1G58242	0.00	0.00	0.00	0.00	0.00	0.00
AT1G58245.1	AT1G58245	0.00	0.00	0.00	0.00	0.00	0.00
AT1G58248.1	AT1G58248	0.00	0.00	0.00	0.00	0.00	0.00
AT1G58250.1	AT1G58250	3766.00	2818.00	2390.00	3856.00	2687.00	3561.00
AT1G58250.2	AT1G58250	0.00	0.00	0.00	0.00	0.00	0.00
AT1G58260.1	AT1G58260	0.00	0.00	0.00	0.00	0.00	0.00
AT1G58265.1	AT1G58265	0.00	0.00	0.00	0.00	0.00	0.00
AT1G58270.1	AT1G58270	882.00	657.00	731.00	772.00	274.00	338.00
AT1G58280.1	AT1G58280	1000.50	1211.10	1008.11	1760.83	907.97	1507.39
AT1G58280.2	AT1G58280	102.10	111.84	136.69	116.72	61.90	111.61
AT1G58280.3	AT1G58280	0.00	0.00	24.20	13.45	64.13	0.00
AT1G58280.4	AT1G58280	6.41	69.06	0.00	0.00	0.00	0.00
AT1G58290.1	AT1G58290	5106.00	5307.00	4831.00	2029.00	1920.00	2275.00
AT1G58300.1	AT1G58300	0.00	0.00	6.00	0.00	0.00	0.00
AT1G58310.1	AT1G58310	0.00	0.00	0.00	0.00	0.00	0.00
AT1G58320.1	AT1G58320	279.00	221.00	380.00	87.00	161.00	54.00
AT1G58330.1	AT1G58330	0.00	0.00	0.00	0.00	0.00	0.00
AT1G58340.1	AT1G58340	400.00	479.00	234.00	23.00	152.00	173.00
AT1G58350.1	AT1G58350	1233.79	978.36	1210.61	1008.35	1052.85	1142.49
AT1G58350.2	AT1G58350	92.03	209.64	195.39	312.65	56.15	196.51
AT1G58350.3	AT1G58350	354.18	0.00	0.00	0.00	0.00	0.00
AT1G58360.1	AT1G58360	1347.00	1240.00	1260.00	2210.00	1071.00	2068.00
AT1G58370.1	AT1G58370	346.00	392.00	313.00	615.00	555.00	696.00
AT1G58380.1	AT1G58380	7280.88	5994.39	5964.20	13511.30	5927.81	9744.80
AT1G58390.1	AT1G58390	0.00	0.00	0.00	0.00	0.00	17.00
AT1G58400.1	AT1G58400	0.00	0.00	0.00	0.00	0.00	0.00
AT1G58410.1	AT1G58410	335.00	169.00	458.00	424.00	318.00	371.00
AT1G58420.1	AT1G58420	30.00	16.00	13.00	146.00	101.00	49.00
AT1G58430.1	AT1G58430	0.00	8.00	0.00	8.00	6.00	12.00
AT1G58440.1	AT1G58440	1894.00	1955.00	1863.00	2577.00	1346.00	2383.00
AT1G58450.1	AT1G58450	0.00	0.00	0.00	0.00	0.00	0.00
AT1G58460.1	AT1G58460	0.00	0.00	0.00	0.00	0.00	0.00
AT1G58470.1	AT1G58470	379.00	227.00	289.00	192.00	97.00	76.00
AT1G58520.1	AT1G58520	422.00	532.00	429.00	502.00	155.00	533.00
AT1G58520.2	AT1G58520	0.00	0.00	0.00	0.00	0.00	0.00
AT1G58520.3	AT1G58520	0.00	0.00	0.00	0.00	0.00	0.00
AT1G58561.1	AT1G58561	0.00	0.00	0.00	0.00	0.00	0.00
AT1G58590.1	AT1G58590	0.00	0.00	0.00	0.00	0.00	0.00
AT1G58590.2	AT1G58590	0.00	0.00	0.00	0.00	0.00	0.00
AT1G58602.1	AT1G58602	63.30	36.00	34.70	0.00	0.77	63.41
AT1G58602.2	AT1G58602	13.70	0.00	0.00	40.39	37.65	8.59
AT1G58643.1	AT1G58643	100.67	35.33	77.00	98.33	91.00	90.33
AT1G58684.1	AT1G58684	0.00	0.00	0.00	0.00	0.00	0.00
AT1G58725.1	AT1G58725	0.00	0.00	0.00	0.00	0.00	0.00
AT1G58766.1	AT1G58766	0.00	0.00	0.00	0.00	0.00	0.00
AT1G58807.1	AT1G58807	0.00	0.00	0.00	0.00	0.00	0.00
AT1G58807.2	AT1G58807	129.18	42.30	72.29	141.32	122.88	139.84
AT1G58808.1	AT1G58808	0.00	0.00	0.00	0.00	0.00	0.00
AT1G58848.1	AT1G58848	54.64	0.00	27.85	0.00	0.00	36.29
AT1G58848.2	AT1G58848	0.00	0.00	0.00	0.00	0.00	0.00
AT1G58889.1	AT1G58889	0.00	0.00	0.00	0.00	0.00	0.00
AT1G58936.1	AT1G58936	100.67	35.33	77.00	98.33	91.00	90.33
AT1G58983.1	AT1G58983	0.00	0.00	0.00	0.00	0.00	0.00
AT1G59030.1	AT1G59030	0.00	0.00	0.00	0.00	0.00	0.00
AT1G59077.1	AT1G59077	0.00	0.00	0.00	0.00	0.00	0.00
AT1G59124.1	AT1G59124	129.18	42.30	72.29	141.32	122.88	139.84
AT1G59171.1	AT1G59171	0.00	0.00	0.00	1.00	22.00	0.00
AT1G59171.2	AT1G59171	0.00	0.00	0.00	0.00	0.00	0.00
AT1G59218.1	AT1G59218	0.00	143.40	33.88	18.47	60.82	10.25
AT1G59218.2	AT1G59218	0.00	0.00	0.00	11.50	0.00	79.77
AT1G59265.1	AT1G59265	0.00	0.00	0.00	0.00	0.00	0.00
AT1G59312.1	AT1G59312	100.67	35.33	77.00	98.33	91.00	90.33
AT1G59359.1	AT1G59359	2824.12	2477.61	2363.80	5645.70	2033.19	3173.20
AT1G59406.1	AT1G59406	0.00	0.00	0.00	0.00	0.00	0.00
AT1G59453.1	AT1G59453	0.00	0.00	0.00	0.00	0.00	0.00
AT1G59500.1	AT1G59500	0.00	0.00	0.00	0.00	0.00	0.00
AT1G59510.1	AT1G59510	45.00	48.00	89.00	115.00	21.00	95.00
AT1G59520.1	AT1G59520	1444.20	1298.51	1375.56	1199.74	856.56	1068.64
AT1G59520.2	AT1G59520	0.00	0.00	109.70	0.00	8.25	70.76
AT1G59520.3	AT1G59520	155.80	8.49	14.74	24.26	13.19	5.61
AT1G59530.1	AT1G59530	0.00	0.00	0.00	3.00	0.00	0.00
AT1G59535.1	AT1G59535	0.00	0.00	0.00	0.00	0.00	0.00
AT1G59540.1	AT1G59540	780.00	450.00	630.00	1288.00	568.63	838.89
AT1G59540.2	AT1G59540	0.00	0.00	0.00	0.00	89.37	8.11
AT1G59550.1	AT1G59550	0.00	0.00	0.00	0.00	0.00	0.00
AT1G59560.1	AT1G59560	302.00	239.00	259.00	462.00	184.00	288.00
AT1G59570.1	AT1G59570	0.00	0.00	0.00	0.00	0.00	0.00
AT1G59580.1	AT1G59580	4050.37	3503.56	3366.93	2810.68	1647.01	2517.52
AT1G59580.2	AT1G59580	70.63	208.44	294.07	92.32	460.99	327.48
AT1G59590.1	AT1G59590	848.00	1116.00	753.00	735.00	474.00	946.00
AT1G59600.1	AT1G59600	1163.00	957.00	1287.00	1156.00	620.00	881.00
AT1G59610.1	AT1G59610	6089.00	4891.00	4908.00	5719.00	4132.00	4766.00
AT1G59620.1	AT1G59620	105.00	142.00	97.00	116.00	87.00	95.00
AT1G59630.1	AT1G59630	0.00	0.00	0.00	0.00	0.00	0.00
AT1G59640.1	AT1G59640	156.85	54.00	124.00	264.00	144.00	126.00
AT1G59640.2	AT1G59640	5.15	0.00	0.00	0.00	0.00	0.00
AT1G59650.1	AT1G59650	1129.00	1267.00	1007.00	997.00	816.00	973.00
AT1G59660.1	AT1G59660	367.00	285.00	421.00	422.00	281.00	433.00
AT1G59670.1	AT1G59670	16.00	33.00	26.00	96.00	21.00	67.00
AT1G59675.1	AT1G59675	0.00	0.00	0.00	0.00	0.00	0.00
AT1G59680.1	AT1G59680	0.00	0.00	0.00	0.00	0.00	0.00
AT1G59690.1	AT1G59690	0.00	0.00	0.00	0.00	0.00	0.00
AT1G59700.1	AT1G59700	448.00	604.00	455.00	436.00	215.00	487.00
AT1G59710.1	AT1G59710	1332.00	1360.00	1169.00	1153.00	816.00	939.00
AT1G59720.1	AT1G59720	2.00	33.00	29.00	41.00	22.00	30.00
AT1G59722.1	AT1G59722	0.00	0.00	0.00	0.00	0.00	0.00
AT1G59725.1	AT1G59725	37.00	68.00	41.00	120.00	50.00	77.00
AT1G59730.1	AT1G59730	13.00	14.00	16.00	82.00	15.00	81.00
AT1G59740.1	AT1G59740	302.00	580.00	323.00	571.00	598.00	498.00
AT1G59750.1	AT1G59750	0.00	0.00	0.00	0.00	0.00	0.00
AT1G59750.2	AT1G59750	260.64	304.31	24.94	223.15	157.17	344.67
AT1G59750.3	AT1G59750	1628.36	1926.69	1677.06	1743.30	1261.83	1530.72
AT1G59750.4	AT1G59750	0.00	0.00	0.00	18.55	0.00	8.61
AT1G59760.1	AT1G59760	2358.00	1965.00	1681.00	2993.00	1674.00	2303.00
AT1G59770.1	AT1G59770	0.00	0.00	0.00	0.00	0.00	0.00
AT1G59780.1	AT1G59780	38.00	5.00	30.00	18.00	33.00	10.00
AT1G59790.1	AT1G59790	0.00	0.00	0.00	14.00	5.00	44.00
AT1G59800.1	AT1G59800	0.00	0.00	0.00	2.00	0.00	0.00
AT1G59810.1	AT1G59810	0.00	0.00	0.00	0.00	0.00	0.00
AT1G59820.1	AT1G59820	2470.00	1734.00	1777.00	2408.00	1506.00	2300.00
AT1G59830.1	AT1G59830	1835.22	1982.00	1994.17	1518.86	1025.00	1399.21
AT1G59830.2	AT1G59830	100.78	0.00	2.83	6.14	0.00	18.79
AT1G59833.1	AT1G59833	0.00	0.00	0.00	0.00	0.00	0.00
AT1G59835.1	AT1G59835	0.00	0.00	0.00	0.00	0.00	0.00
AT1G59840.1	AT1G59840	98.19	71.74	0.00	24.53	32.23	0.00
AT1G59840.2	AT1G59840	190.12	178.73	112.83	42.44	61.85	138.44
AT1G59850.1	AT1G59850	130.70	29.52	67.17	59.03	16.92	11.56
AT1G59860.1	AT1G59860	142.00	36.00	81.00	228.00	91.00	130.00
AT1G59865.1	AT1G59865	0.00	0.00	0.00	0.00	0.00	0.00
AT1G59865.2	AT1G59865	0.00	0.00	4.00	0.00	0.00	0.00
AT1G59870.1	AT1G59870	33942.00	16651.00	26922.00	16503.00	18628.00	18462.00
AT1G59880.1	AT1G59880	0.00	0.00	0.00	0.00	0.00	0.00
AT1G59885.1	AT1G59885	0.00	0.00	8.00	0.00	0.00	0.00
AT1G59890.1	AT1G59890	758.61	1016.19	106.39	519.33	345.74	699.29
AT1G59890.2	AT1G59890	2591.39	1757.81	2136.61	2783.67	1679.26	2092.71
AT1G59890.3	AT1G59890	0.00	0.00	0.00	0.00	0.00	0.00
AT1G59890.4	AT1G59890	0.00	0.00	0.00	0.00	0.00	0.00
AT1G59900.1	AT1G59900	7830.00	6551.00	6169.00	4391.00	3437.00	3846.00
AT1G59910.1	AT1G59910	1829.00	1702.00	1552.00	1398.00	1293.00	1543.00
AT1G59920.1	AT1G59920	0.00	0.00	0.00	0.00	0.00	0.00
AT1G59930.1	AT1G59930	0.00	0.00	0.00	0.00	0.00	0.00
AT1G59940.1	AT1G59940	370.00	247.00	240.00	206.00	148.00	197.00
AT1G59950.1	AT1G59950	0.00	0.00	0.00	0.00	0.00	0.00
AT1G59960.1	AT1G59960	1995.00	1490.00	1753.00	2419.00	1683.00	2352.00
AT1G59970.1	AT1G59970	246.00	253.00	140.00	780.00	509.00	599.00
AT1G59980.1	AT1G59980	164.00	212.00	238.00	179.00	141.00	174.00
AT1G59990.1	AT1G59990	534.00	403.00	375.00	606.00	423.00	569.00
AT1G60000.1	AT1G60000	345.00	305.00	349.00	316.00	325.00	485.00
AT1G60000.2	AT1G60000	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60010.1	AT1G60010	353.00	317.00	470.00	137.00	256.00	259.00
AT1G60020.1	AT1G60020	1196.00	601.00	821.00	1293.00	944.00	1248.00
AT1G60025.1	AT1G60025	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60030.1	AT1G60030	176.00	93.00	216.00	162.00	90.00	86.00
AT1G60040.1	AT1G60040	0.00	0.00	5.00	3.00	0.00	0.00
AT1G60050.1	AT1G60050	22.00	0.00	4.00	5.00	8.00	24.00
AT1G60060.1	AT1G60060	17.00	1.00	0.00	8.00	0.00	20.00
AT1G60070.1	AT1G60070	5088.00	4832.00	4355.00	6306.00	3814.00	5054.00
AT1G60070.2	AT1G60070	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60072.1	AT1G60072	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60073.1	AT1G60073	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60075.1	AT1G60075	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60080.1	AT1G60080	458.00	283.00	243.00	746.00	326.00	489.00
AT1G60090.1	AT1G60090	0.00	0.00	0.00	12.00	0.00	0.00
AT1G60095.1	AT1G60095	779.00	505.00	1021.00	1427.00	1150.00	1333.00
AT1G60110.1	AT1G60110	0.00	0.00	0.00	0.00	0.00	2.00
AT1G60120.1	AT1G60120	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60130.1	AT1G60130	411.00	179.00	489.00	408.00	188.00	278.00
AT1G60140.1	AT1G60140	18856.00	11015.00	16225.00	3415.00	5842.00	5224.00
AT1G60150.1	AT1G60150	0.00	0.00	0.00	0.00	10.00	1.00
AT1G60160.1	AT1G60160	954.00	535.00	798.00	298.00	428.00	201.00
AT1G60170.1	AT1G60170	4340.00	3503.00	3785.00	3378.00	2176.00	2935.00
AT1G60180.1	AT1G60180	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60190.1	AT1G60190	266.00	546.00	335.00	80.00	163.00	213.00
AT1G60200.1	AT1G60200	5431.00	4086.00	3785.00	3414.00	2947.00	3684.00
AT1G60220.1	AT1G60220	1238.00	1466.00	1194.00	1422.00	1144.00	1626.00
AT1G60230.1	AT1G60230	275.00	177.00	245.00	340.00	274.00	277.00
AT1G60240.1	AT1G60240	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60250.1	AT1G60250	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60260.1	AT1G60260	31.00	101.00	27.00	34.00	40.00	86.00
AT1G60270.1	AT1G60270	455.00	1175.00	258.00	2289.00	1659.00	2048.00
AT1G60280.1	AT1G60280	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60290.1	AT1G60290	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60300.1	AT1G60300	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60310.1	AT1G60310	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60320.1	AT1G60320	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60330.1	AT1G60330	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60340.1	AT1G60340	0.00	0.00	0.00	0.00	0.00	9.00
AT1G60350.1	AT1G60350	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60360.1	AT1G60360	14.00	12.00	1.00	43.00	15.00	10.00
AT1G60370.1	AT1G60370	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60380.1	AT1G60380	0.00	0.00	0.00	0.00	1.00	0.00
AT1G60390.1	AT1G60390	1307.00	1622.00	990.00	3485.00	2541.00	2914.00
AT1G60400.1	AT1G60400	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60410.1	AT1G60410	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60420.1	AT1G60420	3118.00	2592.00	2609.00	2581.00	2231.00	2425.00
AT1G60430.1	AT1G60430	380.43	260.45	353.76	225.28	119.49	333.27
AT1G60430.2	AT1G60430	75.57	225.55	106.24	169.72	163.51	218.73
AT1G60440.1	AT1G60440	740.00	720.00	824.00	838.00	746.00	803.00
AT1G60450.1	AT1G60450	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60460.1	AT1G60460	48.00	0.00	33.00	0.00	34.00	0.00
AT1G60460.2	AT1G60460	0.00	43.00	0.00	0.00	0.00	39.00
AT1G60460.3	AT1G60460	0.00	0.00	0.00	125.00	0.00	0.00
AT1G60470.1	AT1G60470	844.00	1327.00	710.00	1469.00	1391.00	1496.00
AT1G60480.1	AT1G60480	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60490.1	AT1G60490	2789.00	2352.00	2785.00	1919.00	1763.00	2060.00
AT1G60500.1	AT1G60500	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60505.1	AT1G60505	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60505.2	AT1G60505	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60510.1	AT1G60510	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60520.1	AT1G60520	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60525.1	AT1G60525	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60525.2	AT1G60525	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60530.1	AT1G60530	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60540.1	AT1G60540	8.85	0.00	0.00	0.00	0.00	0.00
AT1G60545.1	AT1G60545	319.15	312.00	353.00	545.00	242.00	339.00
AT1G60550.1	AT1G60550	483.00	730.00	511.00	521.00	476.00	457.00
AT1G60560.1	AT1G60560	520.39	723.00	485.74	523.00	377.29	480.13
AT1G60560.2	AT1G60560	4.61	0.00	226.26	0.00	40.71	207.87
AT1G60570.1	AT1G60570	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60580.1	AT1G60580	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60590.1	AT1G60590	22.00	0.00	0.00	15.00	10.00	0.00
AT1G60600.1	AT1G60600	0.00	0.00	66.00	0.00	0.00	0.00
AT1G60600.2	AT1G60600	143.00	189.00	0.00	182.00	87.00	259.00
AT1G60610.1	AT1G60610	194.21	250.79	87.37	447.32	261.59	161.30
AT1G60610.2	AT1G60610	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60610.3	AT1G60610	288.79	104.21	412.63	565.68	230.41	613.70
AT1G60620.1	AT1G60620	439.00	258.00	308.00	471.00	276.00	312.00
AT1G60625.1	AT1G60625	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60630.1	AT1G60630	11.00	51.00	37.00	76.00	32.00	59.00
AT1G60640.1	AT1G60640	1034.00	966.77	877.72	2581.87	801.66	1810.86
AT1G60640.2	AT1G60640	0.00	121.23	116.28	114.13	227.34	251.14
AT1G60640.3	AT1G60640	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60640.4	AT1G60640	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60640.5	AT1G60640	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60650.1	AT1G60650	988.00	707.00	815.00	1201.00	642.29	806.07
AT1G60650.2	AT1G60650	0.00	0.00	0.00	0.00	17.71	75.93
AT1G60660.1	AT1G60660	636.00	733.00	613.00	1131.00	551.00	1122.00
AT1G60670.1	AT1G60670	0.00	0.00	0.00	0.00	0.00	102.30
AT1G60670.2	AT1G60670	679.00	671.00	656.00	762.00	434.00	629.70
AT1G60680.1	AT1G60680	6793.00	3334.00	4846.00	5476.00	5469.00	4999.00
AT1G60690.1	AT1G60690	216.00	73.00	118.00	237.00	127.00	97.00
AT1G60700.1	AT1G60700	186.00	181.00	105.00	172.00	139.00	168.00
AT1G60710.1	AT1G60710	6084.00	4904.00	5439.00	4957.00	3850.00	5371.00
AT1G60720.1	AT1G60720	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60730.1	AT1G60730	3761.27	3683.06	4112.15	3335.45	2221.94	3309.81
AT1G60730.2	AT1G60730	223.43	152.32	14.76	18.83	40.95	44.56
AT1G60730.3	AT1G60730	118.30	83.91	256.44	126.36	79.19	206.63
AT1G60740.1	AT1G60740	241.06	337.26	424.21	668.30	304.55	607.28
AT1G60750.1	AT1G60750	2057.00	2452.71	1767.64	883.36	755.92	886.00
AT1G60760.1	AT1G60760	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60770.1	AT1G60770	1843.00	1554.00	1529.00	2677.00	1320.00	1938.00
AT1G60780.1	AT1G60780	5150.00	4417.00	3868.00	5372.00	3363.00	4420.00
AT1G60783.1	AT1G60783	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60790.1	AT1G60790	494.00	490.00	330.00	591.00	361.00	475.00
AT1G60800.1	AT1G60800	2109.00	2087.00	1462.00	1834.00	1266.00	1702.00
AT1G60810.1	AT1G60810	349.00	256.00	279.00	270.00	193.00	277.00
AT1G60815.1	AT1G60815	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60820.1	AT1G60820	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60830.1	AT1G60830	0.00	0.00	0.00	0.00	1.38	0.00
AT1G60835.1	AT1G60835	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60840.1	AT1G60840	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60850.1	AT1G60850	0.00	59.46	0.00	371.04	165.16	258.77
AT1G60850.2	AT1G60850	320.00	182.04	392.04	846.46	262.20	502.38
AT1G60850.3	AT1G60850	0.00	67.50	54.96	68.50	68.64	98.85
AT1G60860.1	AT1G60860	1002.00	920.00	981.00	1480.00	772.00	1114.00
AT1G60870.1	AT1G60870	1331.00	1180.00	1592.00	1105.00	909.00	1399.00
AT1G60880.1	AT1G60880	0.00	0.00	0.00	4.00	0.00	0.00
AT1G60890.1	AT1G60890	1031.00	946.00	674.33	1606.00	993.00	1316.00
AT1G60890.2	AT1G60890	0.00	0.00	341.67	0.00	0.00	0.00
AT1G60900.1	AT1G60900	3175.00	3173.00	2925.00	3915.00	2286.62	3220.00
AT1G60910.1	AT1G60910	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60913.1	AT1G60913	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60920.1	AT1G60920	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60930.1	AT1G60930	96.00	145.00	118.00	96.00	115.00	89.00
AT1G60940.1	AT1G60940	2673.79	3432.79	2604.29	1956.85	1440.67	2288.65
AT1G60940.2	AT1G60940	778.21	612.21	1011.71	378.15	471.33	94.35
AT1G60950.1	AT1G60950	2760.00	3994.00	2492.00	2467.00	1650.00	2892.00
AT1G60960.1	AT1G60960	3033.00	3043.00	2817.00	1382.00	1917.00	2127.00
AT1G60970.1	AT1G60970	0.00	5.00	2.00	25.00	17.00	0.00
AT1G60980.1	AT1G60980	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60983.1	AT1G60983	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60985.1	AT1G60985	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60986.1	AT1G60986	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60987.1	AT1G60987	0.00	0.00	0.00	0.00	0.00	0.00
AT1G60989.1	AT1G60989	1403.00	1288.00	1120.00	1020.00	1136.00	1097.98
AT1G60990.1	AT1G60990	246.37	20.36	0.00	0.22	49.63	226.39
AT1G60990.2	AT1G60990	0.00	0.00	152.03	0.00	0.00	0.00
AT1G60990.3	AT1G60990	168.63	252.64	244.97	472.78	299.37	201.62
AT1G60995.1	AT1G60995	1294.00	1165.00	1310.00	1420.00	831.00	1320.00
AT1G61000.1	AT1G61000	457.00	254.00	329.00	681.00	371.00	732.00
AT1G61010.1	AT1G61010	1322.83	778.08	739.80	996.52	522.74	1031.25
AT1G61010.2	AT1G61010	0.00	212.81	36.06	153.40	185.32	72.83
AT1G61010.3	AT1G61010	772.17	510.11	379.15	607.09	317.94	137.91
AT1G61020.1	AT1G61020	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61030.1	AT1G61030	1049.00	938.00	742.00	859.00	672.00	718.00
AT1G61040.1	AT1G61040	2234.00	1743.00	2228.00	1886.00	1407.00	1605.00
AT1G61050.1	AT1G61050	988.00	503.00	654.00	1091.00	712.00	967.00
AT1G61060.1	AT1G61060	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61065.1	AT1G61065	101.00	149.00	82.00	189.00	151.00	241.00
AT1G61070.1	AT1G61070	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61080.1	AT1G61080	109.00	47.00	60.00	82.00	71.00	56.00
AT1G61090.1	AT1G61090	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61093.1	AT1G61093	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61095.1	AT1G61095	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61097.1	AT1G61097	0.00	0.00	0.00	0.00	0.00	0.00
AT1G61100.1	AT1G61100	4736.72	2987.94	3287.47	3495.78	2743.73	3480.00
