transcript_id	gene_id	flight1	flight2	flight3	ground1	ground2	ground3
AT2G17920.1	AT2G17920	0.00	0.00	0.00	0.00	0.00	0.00
AT2G17930.1	AT2G17930	11.30	11.34	9.88	8.59	10.26	8.04
AT2G17940.1	AT2G17940	3.67	3.41	4.59	5.66	5.88	5.56
AT2G17950.1	AT2G17950	0.00	0.00	0.00	0.00	0.00	0.00
AT2G17960.1	AT2G17960	0.00	0.00	0.00	0.00	0.00	0.00
AT2G17970.1	AT2G17970	3.67	3.55	2.96	4.93	5.64	5.03
AT2G17970.2	AT2G17970	0.00	0.00	0.00	0.00	0.00	0.00
AT2G17970.3	AT2G17970	0.78	0.44	0.97	0.07	0.00	0.45
AT2G17972.1	AT2G17972	1.72	5.96	2.25	6.05	5.02	3.06
AT2G17975.1	AT2G17975	8.90	8.31	9.71	7.89	9.61	7.74
AT2G17980.1	AT2G17980	34.34	32.68	32.70	34.38	27.92	31.63
AT2G17990.1	AT2G17990	55.47	51.84	55.56	51.08	50.38	42.30
AT2G18000.1	AT2G18000	0.40	1.37	0.00	0.00	0.00	0.00
AT2G18000.2	AT2G18000	1.86	1.50	4.96	4.81	5.18	2.59
AT2G18010.1	AT2G18010	4.27	0.00	0.00	0.00	0.00	0.00
AT2G18020.1	AT2G18020	639.13	593.27	685.56	931.59	614.41	662.10
AT2G18030.1	AT2G18030	8.98	14.30	18.11	15.83	12.34	14.81
AT2G18030.2	AT2G18030	0.44	0.86	0.00	2.88	1.54	0.27
AT2G18040.1	AT2G18040	129.36	143.26	148.12	194.48	152.29	178.93
AT2G18042.1	AT2G18042	0.00	0.00	2.22	0.00	0.00	0.00
AT2G18050.1	AT2G18050	90.27	190.73	66.09	10.80	21.98	25.17
AT2G18050.2	AT2G18050	0.00	0.00	0.00	0.00	0.00	0.00
AT2G18060.1	AT2G18060	0.73	1.61	2.91	0.93	2.40	1.17
AT2G18070.1	AT2G18070	0.00	0.00	0.00	0.00	0.00	0.00
AT2G18080.1	AT2G18080	0.00	0.00	0.00	0.00	0.00	0.00
AT2G18090.1	AT2G18090	14.83	17.22	12.80	12.86	13.30	14.32
AT2G18100.1	AT2G18100	2.70	2.31	1.58	1.41	2.67	1.44
AT2G18110.1	AT2G18110	103.83	113.15	122.13	125.09	95.62	91.43
AT2G18115.1	AT2G18115	0.03	0.00	0.00	0.00	0.00	0.00
AT2G18120.1	AT2G18120	0.20	0.55	0.00	0.48	0.66	0.25
AT2G18130.1	AT2G18130	0.06	0.00	0.04	0.00	0.00	0.00
AT2G18140.1	AT2G18140	0.27	0.56	0.70	1.23	2.49	1.07
AT2G18150.1	AT2G18150	29.93	61.42	28.25	187.91	214.34	174.41
AT2G18160.1	AT2G18160	46.21	65.02	53.27	80.92	58.00	76.11
AT2G18162.1	AT2G18162	46.21	65.02	53.27	80.92	58.00	76.11
AT2G18170.1	AT2G18170	13.17	8.91	12.49	10.76	12.23	12.59
AT2G18180.1	AT2G18180	0.00	0.00	0.00	0.00	0.00	0.00
AT2G18190.1	AT2G18190	0.00	0.00	0.00	0.00	0.00	0.00
AT2G18193.1	AT2G18193	9.84	9.15	12.69	14.34	10.67	11.57
AT2G18196.1	AT2G18196	49.37	45.79	53.54	20.93	22.87	19.51
AT2G18200.1	AT2G18200	0.00	0.00	0.00	0.00	0.00	0.00
AT2G18210.1	AT2G18210	9.63	8.04	11.42	7.43	11.59	10.02
AT2G18220.1	AT2G18220	14.45	10.90	9.80	20.25	11.68	11.45
AT2G18230.1	AT2G18230	19.46	23.96	23.85	35.44	25.00	23.93
AT2G18240.1	AT2G18240	9.79	17.37	15.78	16.06	14.54	12.45
AT2G18240.2	AT2G18240	0.00	1.93	1.50	0.23	0.00	0.00
AT2G18245.1	AT2G18245	5.49	4.40	6.20	8.50	5.76	6.59
AT2G18250.1	AT2G18250	23.38	20.79	27.63	22.06	22.19	23.50
AT2G18260.1	AT2G18260	0.31	1.05	0.84	0.74	0.06	0.48
AT2G18270.1	AT2G18270	0.00	0.00	0.00	0.00	0.00	0.00
AT2G18280.1	AT2G18280	59.73	72.39	71.44	19.77	30.58	30.85
AT2G18280.2	AT2G18280	7.38	2.93	0.00	3.43	7.94	0.00
AT2G18290.1	AT2G18290	7.92	11.27	15.92	15.04	11.99	24.00
AT2G18300.1	AT2G18300	0.00	0.00	0.00	0.32	0.00	0.00
AT2G18300.2	AT2G18300	1.19	0.08	0.76	0.00	1.60	1.40
AT2G18300.3	AT2G18300	0.00	1.21	0.00	0.00	0.00	0.00
AT2G18310.1	AT2G18310	0.00	0.00	0.00	0.00	0.00	0.00
AT2G18320.1	AT2G18320	0.00	0.00	0.00	0.00	0.00	0.00
AT2G18323.1	AT2G18323	0.00	0.00	0.00	0.00	0.00	0.00
AT2G18328.1	AT2G18328	0.00	0.00	0.46	1.37	0.00	0.00
AT2G18330.1	AT2G18330	10.12	8.35	7.84	18.41	10.44	12.47
AT2G18340.1	AT2G18340	0.00	0.00	0.00	0.00	0.00	0.00
AT2G18340.2	AT2G18340	0.00	0.00	0.00	0.00	0.00	0.00
AT2G18350.1	AT2G18350	1.90	1.88	2.26	2.00	2.98	1.63
AT2G18360.1	AT2G18360	6.38	7.58	10.95	16.25	9.81	11.37
AT2G18370.1	AT2G18370	53.92	50.50	67.91	81.03	100.59	82.74
AT2G18380.1	AT2G18380	5.80	5.81	6.17	6.45	7.76	3.82
AT2G18390.1	AT2G18390	54.32	63.00	58.56	55.53	59.94	50.49
AT2G18400.1	AT2G18400	60.07	53.80	57.32	89.47	60.66	68.48
AT2G18410.1	AT2G18410	7.66	10.47	8.30	13.68	9.68	11.92
AT2G18410.2	AT2G18410	0.49	0.68	0.00	0.08	0.88	0.55
AT2G18420.1	AT2G18420	0.00	0.00	0.00	0.00	0.00	0.24
AT2G18440.1	AT2G18440	99.16	96.58	100.30	51.89	73.07	62.32
AT2G18440.2	AT2G18440	4.28	2.53	3.24	0.67	2.51	2.99
AT2G18450.1	AT2G18450	4.05	3.49	5.97	4.40	5.01	5.63
AT2G18460.1	AT2G18460	0.00	0.00	0.00	0.22	0.00	0.00
AT2G18465.1	AT2G18465	5.99	9.78	7.79	6.75	10.37	8.88
AT2G18470.1	AT2G18470	1.71	2.09	2.69	9.24	10.57	8.51
AT2G18480.1	AT2G18480	5.00	1.14	0.94	1.76	4.77	3.29
AT2G18490.1	AT2G18490	0.00	0.00	0.00	0.18	0.00	0.00
AT2G18500.1	AT2G18500	7.95	7.68	8.46	10.95	14.35	11.04
AT2G18510.1	AT2G18510	18.71	22.13	17.65	35.34	24.42	26.21
AT2G18520.1	AT2G18520	4.39	4.45	3.08	8.53	3.97	5.62
AT2G18530.1	AT2G18530	0.00	0.00	0.00	0.00	0.00	0.00
AT2G18540.1	AT2G18540	0.00	0.00	0.00	0.00	0.00	0.00
AT2G18550.1	AT2G18550	0.84	11.02	4.80	0.96	2.48	2.86
AT2G18560.1	AT2G18560	11.81	16.89	10.04	10.85	10.90	8.75
AT2G18570.1	AT2G18570	30.13	33.66	28.94	32.08	29.61	26.98
AT2G18580.1	AT2G18580	0.00	0.19	0.00	0.00	0.00	0.00
AT2G18590.1	AT2G18590	0.95	1.12	0.60	0.81	1.18	1.32
AT2G18600.1	AT2G18600	9.67	15.59	14.11	11.02	11.72	10.39
AT2G18610.1	AT2G18610	0.00	0.00	0.00	0.00	0.00	0.00
AT2G18620.1	AT2G18620	1.65	2.16	1.92	8.30	8.31	6.13
AT2G18630.1	AT2G18630	16.07	17.05	13.45	20.60	18.56	18.67
AT2G18640.1	AT2G18640	1.28	0.91	2.38	0.58	0.66	0.29
AT2G18650.1	AT2G18650	3.30	1.57	2.27	1.96	1.82	2.19
AT2G18660.1	AT2G18660	0.00	0.00	0.00	0.00	0.00	0.00
AT2G18670.1	AT2G18670	4.95	1.87	3.81	1.98	1.73	1.60
AT2G18680.1	AT2G18680	0.00	0.00	0.00	0.00	0.00	0.00
AT2G18690.1	AT2G18690	14.34	23.52	19.43	8.53	11.51	12.66
AT2G18690.2	AT2G18690	2.00	0.00	0.00	0.00	0.17	0.00
AT2G18700.1	AT2G18700	61.16	62.86	68.34	7.39	25.44	18.86
AT2G18710.1	AT2G18710	19.27	19.02	17.56	9.70	12.60	12.72
AT2G18720.1	AT2G18720	0.00	0.00	0.07	0.56	0.45	0.28
AT2G18721.1	AT2G18721	0.00	0.00	0.00	0.00	0.00	0.00
AT2G18730.1	AT2G18730	20.18	21.88	21.31	29.68	23.95	28.86
AT2G18735.1	AT2G18735	8.07	8.68	11.14	3.19	5.89	4.73
AT2G18740.1	AT2G18740	64.34	67.03	83.35	109.02	95.17	95.64
AT2G18740.2	AT2G18740	0.00	2.47	1.35	1.12	1.75	2.69
AT2G18750.1	AT2G18750	66.28	47.14	65.97	28.35	39.55	29.32
AT2G18750.2	AT2G18750	16.40	19.52	22.75	10.97	5.18	7.70
AT2G18750.3	AT2G18750	1.96	2.20	1.02	0.18	3.32	4.32
AT2G18760.1	AT2G18760	5.36	5.67	4.12	4.53	5.14	4.27
AT2G18770.1	AT2G18770	16.51	14.10	14.92	11.92	13.22	11.63
AT2G18780.1	AT2G18780	1.72	2.93	1.84	2.09	1.80	3.45
AT2G18790.1	AT2G18790	15.00	18.83	12.28	22.87	20.38	20.61
AT2G18800.1	AT2G18800	32.70	35.49	41.72	20.36	17.93	23.09
AT2G18810.1	AT2G18810	0.00	0.00	0.00	0.00	0.00	0.00
AT2G18820.1	AT2G18820	0.00	0.00	0.00	0.00	0.00	0.00
AT2G18830.1	AT2G18830	0.00	0.00	0.00	0.00	0.00	0.00
AT2G18840.1	AT2G18840	23.95	22.62	16.95	23.41	16.42	14.92
AT2G18850.1	AT2G18850	5.43	4.36	3.41	5.58	5.03	5.15
AT2G18850.2	AT2G18850	0.00	0.00	0.00	0.11	0.00	0.00
AT2G18860.1	AT2G18860	15.43	19.48	19.63	17.93	16.10	15.55
AT2G18860.2	AT2G18860	0.00	0.00	0.33	0.00	1.42	0.00
AT2G18870.1	AT2G18870	0.00	1.54	0.00	0.54	0.00	0.00
AT2G18876.1	AT2G18876	16.31	17.92	18.24	14.40	15.74	13.24
AT2G18876.2	AT2G18876	0.58	0.27	0.17	0.68	0.00	0.68
AT2G18880.1	AT2G18880	0.00	0.00	0.00	0.00	0.00	0.00
AT2G18890.1	AT2G18890	8.85	9.25	12.05	8.71	8.63	9.57
AT2G18890.2	AT2G18890	0.00	1.96	0.00	0.00	0.40	0.00
AT2G18900.1	AT2G18900	8.06	7.43	7.75	16.21	8.71	9.58
AT2G18910.1	AT2G18910	14.91	12.23	12.67	21.40	15.21	21.25
AT2G18915.1	AT2G18915	0.00	0.00	0.00	0.00	0.00	3.08
AT2G18915.2	AT2G18915	10.63	9.42	11.97	7.43	8.71	4.19
AT2G18917.1	AT2G18917	3.32	3.99	4.67	1.96	1.13	1.06
AT2G18920.1	AT2G18920	0.00	0.00	0.00	0.00	0.00	0.00
AT2G18930.1	AT2G18930	0.00	0.00	0.00	0.00	0.00	0.00
AT2G18938.1	AT2G18938	2.36	1.23	1.47	0.49	2.78	0.08
AT2G18940.1	AT2G18940	6.60	7.95	5.83	7.08	4.69	4.77
AT2G18950.1	AT2G18950	3.62	3.76	2.83	5.98	4.79	5.40
AT2G18960.1	AT2G18960	156.34	190.22	152.02	160.06	147.32	141.96
AT2G18969.1	AT2G18969	1.88	6.06	0.00	1.92	2.92	2.15
AT2G18970.1	AT2G18970	0.77	0.16	0.00	1.41	0.41	0.00
AT2G18980.1	AT2G18980	105.93	80.83	92.97	117.89	72.32	92.39
AT2G18990.1	AT2G18990	27.11	26.88	23.79	52.20	42.22	39.93
AT2G19000.1	AT2G19000	0.00	0.00	0.00	0.00	0.00	0.00
AT2G19010.1	AT2G19010	0.00	0.00	0.00	0.00	0.00	0.00
AT2G19020.1	AT2G19020	0.00	0.00	0.00	0.00	0.00	0.00
AT2G19030.1	AT2G19030	0.00	0.00	0.00	0.00	0.00	0.00
AT2G19040.1	AT2G19040	0.00	0.00	0.00	0.00	0.00	0.00
AT2G19045.1	AT2G19045	0.00	0.00	0.00	0.00	0.00	0.00
AT2G19050.1	AT2G19050	4.98	3.83	5.04	4.38	4.09	3.86
AT2G19060.1	AT2G19060	21.17	29.73	33.20	28.15	18.53	27.08
AT2G19070.1	AT2G19070	0.00	0.00	0.00	0.00	0.00	0.00
AT2G19080.1	AT2G19080	35.38	39.31	31.26	40.39	31.98	35.81
AT2G19090.1	AT2G19090	2.78	3.57	2.97	4.73	4.30	3.65
AT2G19100.1	AT2G19100	0.06	0.00	0.00	0.00	0.00	0.00
AT2G19110.1	AT2G19110	74.68	47.23	63.08	28.61	32.53	34.79
AT2G19120.1	AT2G19120	1.25	0.98	1.11	2.22	1.97	1.90
AT2G19130.1	AT2G19130	6.39	9.07	9.77	8.43	8.98	8.24
AT2G19140.1	AT2G19140	0.00	0.00	0.00	0.00	0.00	0.00
AT2G19146.1	AT2G19146	0.00	0.00	0.00	0.00	0.00	0.00
AT2G19150.1	AT2G19150	1.64	2.60	0.21	2.79	4.06	1.70
AT2G19160.1	AT2G19160	15.35	17.48	17.63	20.87	13.59	21.90
AT2G19170.1	AT2G19170	3.60	3.99	3.36	8.59	5.16	4.71
AT2G19180.1	AT2G19180	35.94	44.47	51.35	28.99	34.23	33.21
AT2G19190.1	AT2G19190	0.81	1.65	0.62	0.96	0.64	0.67
AT2G19200.1	AT2G19200	4.51	5.00	1.75	5.28	3.73	4.51
AT2G19210.1	AT2G19210	1.04	0.95	1.18	0.69	0.36	0.73
AT2G19220.1	AT2G19220	0.00	0.00	0.00	0.00	0.00	0.00
AT2G19230.1	AT2G19230	0.00	0.11	0.09	0.29	0.00	0.06
AT2G19240.1	AT2G19240	2.00	0.51	0.36	1.45	1.15	1.45
AT2G19250.1	AT2G19250	0.52	0.39	0.78	0.61	0.47	0.80
AT2G19260.1	AT2G19260	4.34	2.48	3.38	4.15	3.20	3.29
AT2G19270.1	AT2G19270	31.30	36.94	31.46	27.18	29.89	27.23
AT2G19280.1	AT2G19280	0.00	1.70	0.19	0.49	0.79	0.00
AT2G19280.2	AT2G19280	1.49	0.68	1.27	1.87	0.67	1.66
AT2G19290.1	AT2G19290	0.00	0.00	0.00	0.00	0.00	0.00
AT2G19300.1	AT2G19300	0.00	0.00	0.00	0.00	0.00	0.00
AT2G19310.1	AT2G19310	16.71	40.42	19.40	40.77	24.36	46.53
AT2G19320.1	AT2G19320	0.00	0.00	0.00	0.00	0.00	0.00
AT2G19330.1	AT2G19330	0.40	0.00	0.35	0.00	0.00	0.00
AT2G19340.1	AT2G19340	0.41	0.45	2.91	0.97	2.12	0.89
AT2G19340.2	AT2G19340	13.66	11.92	12.14	10.20	9.10	7.99
AT2G19350.1	AT2G19350	23.65	26.84	29.36	11.87	16.56	15.45
AT2G19360.1	AT2G19360	0.00	0.00	0.00	0.00	0.00	0.00
AT2G19380.1	AT2G19380	2.74	2.60	1.70	3.46	2.37	2.74
AT2G19385.1	AT2G19385	22.44	15.64	23.56	29.44	24.97	25.09
AT2G19390.1	AT2G19390	3.12	3.83	2.52	3.69	3.58	3.37
AT2G19400.1	AT2G19400	0.44	0.92	1.74	0.87	2.01	0.82
AT2G19410.1	AT2G19410	2.53	1.80	3.80	3.07	1.98	3.10
AT2G19420.1	AT2G19420	0.00	0.00	0.00	0.00	0.00	0.00
AT2G19425.1	AT2G19425	0.00	0.00	0.00	0.00	0.00	0.00
AT2G19430.1	AT2G19430	13.65	13.85	18.90	16.47	17.62	18.46
AT2G19440.1	AT2G19440	0.88	1.37	1.31	1.95	0.58	0.99
AT2G19450.1	AT2G19450	17.58	12.93	15.71	23.48	25.25	20.00
AT2G19460.1	AT2G19460	19.01	26.98	18.87	17.67	15.76	14.42
AT2G19470.1	AT2G19470	18.30	21.69	20.45	24.77	21.26	19.56
AT2G19480.1	AT2G19480	149.72	165.63	162.00	186.07	159.58	166.02
AT2G19480.2	AT2G19480	7.48	4.60	1.39	8.05	5.09	3.36
AT2G19480.3	AT2G19480	0.34	0.44	0.00	0.34	0.45	1.20
AT2G19490.1	AT2G19490	5.91	4.58	4.00	8.27	6.70	7.82
AT2G19500.1	AT2G19500	0.34	0.56	0.21	0.41	0.07	0.00
AT2G19510.1	AT2G19510	0.00	0.00	0.00	0.00	0.00	0.00
AT2G19520.1	AT2G19520	23.25	28.65	30.17	36.60	30.22	27.92
AT2G19530.1	AT2G19530	2.36	2.11	2.87	4.68	2.42	3.17
AT2G19540.1	AT2G19540	37.19	34.86	35.88	60.87	44.61	42.59
AT2G19550.1	AT2G19550	0.00	0.27	0.00	0.22	0.26	0.00
AT2G19560.1	AT2G19560	13.11	15.66	17.63	16.18	17.86	14.74
AT2G19570.1	AT2G19570	49.25	41.39	44.18	30.69	32.04	26.25
AT2G19572.1	AT2G19572	13.89	16.83	24.79	14.40	11.42	20.90
AT2G19580.1	AT2G19580	15.43	17.87	18.86	18.54	16.72	15.69
AT2G19582.1	AT2G19582	0.00	1.40	0.00	0.15	0.00	0.00
AT2G19590.1	AT2G19590	12.22	12.31	13.09	31.27	28.93	26.17
AT2G19600.1	AT2G19600	9.13	10.74	8.40	14.51	11.62	11.56
AT2G19610.1	AT2G19610	0.00	0.00	0.00	0.00	0.00	0.00
AT2G19610.2	AT2G19610	1.40	1.85	0.79	0.93	0.64	0.95
AT2G19620.1	AT2G19620	3.42	3.73	2.95	2.64	5.06	3.48
AT2G19620.2	AT2G19620	0.67	0.85	0.72	4.57	0.00	0.00
AT2G19630.1	AT2G19630	0.00	0.00	0.00	0.00	0.00	0.00
AT2G19630.2	AT2G19630	0.00	0.00	0.00	0.00	0.00	0.00
AT2G19640.1	AT2G19640	0.00	0.00	0.00	0.00	0.00	0.00
AT2G19640.2	AT2G19640	7.16	9.60	7.75	12.95	8.00	10.89
AT2G19650.1	AT2G19650	0.10	0.08	0.19	0.37	0.09	0.04
AT2G19660.1	AT2G19660	2.37	1.72	2.41	3.46	2.22	1.86
AT2G19670.1	AT2G19670	9.34	7.75	5.98	20.13	10.97	9.37
AT2G19680.1	AT2G19680	43.68	39.87	52.42	65.11	58.07	64.29
AT2G19680.2	AT2G19680	0.00	0.00	0.00	0.00	0.00	0.00
AT2G19690.1	AT2G19690	0.64	2.84	4.66	8.17	5.75	4.16
AT2G19690.2	AT2G19690	0.65	0.00	0.00	0.00	0.00	0.72
AT2G19700.1	AT2G19700	0.00	0.00	0.00	0.04	0.00	0.00
AT2G19710.1	AT2G19710	6.35	5.61	7.33	5.19	5.64	5.83
AT2G19720.1	AT2G19720	34.72	34.46	37.36	58.74	49.47	62.27
AT2G19730.1	AT2G19730	365.39	323.13	392.88	494.20	362.09	391.57
AT2G19730.2	AT2G19730	453.95	455.85	504.27	703.88	495.53	571.91
AT2G19730.3	AT2G19730	1.35	0.00	0.10	2.49	1.44	1.56
AT2G19740.1	AT2G19740	178.76	172.84	189.00	212.48	135.64	184.01
AT2G19750.1	AT2G19750	159.04	153.30	156.27	294.93	171.83	215.29
AT2G19755.1	AT2G19755	0.00	0.00	0.00	0.00	0.00	0.00
AT2G19760.1	AT2G19760	528.96	536.29	580.91	659.56	485.11	664.32
AT2G19770.1	AT2G19770	0.00	0.00	0.00	0.80	0.00	0.00
AT2G19780.1	AT2G19780	2.08	1.60	1.60	5.54	3.82	2.57
AT2G19790.1	AT2G19790	105.68	105.66	100.28	106.87	87.40	90.81
AT2G19796.1	AT2G19796	0.00	0.00	0.00	0.00	0.00	0.00
AT2G19800.1	AT2G19800	203.27	184.33	244.40	105.02	138.96	138.63
AT2G19802.1	AT2G19802	0.00	0.00	0.00	0.00	0.00	0.00
AT2G19803.1	AT2G19803	0.99	0.00	0.00	0.26	0.00	0.20
AT2G19806.1	AT2G19806	0.00	0.00	0.00	0.00	0.00	0.00
AT2G19810.1	AT2G19810	28.78	53.96	36.14	6.35	8.47	6.11
AT2G19820.1	AT2G19820	0.00	0.00	0.00	0.00	0.00	0.00
AT2G19825.1	AT2G19825	0.00	0.00	0.00	0.00	0.00	0.00
AT2G19830.1	AT2G19830	97.06	91.73	111.62	91.90	94.19	100.49
AT2G19840.1	AT2G19840	0.00	0.00	0.00	0.00	0.00	0.00
AT2G19850.1	AT2G19850	0.00	0.00	0.00	0.00	0.00	0.00
AT2G19850.2	AT2G19850	0.00	0.00	0.00	0.00	0.00	0.00
AT2G19860.1	AT2G19860	8.11	11.06	8.45	10.61	9.28	12.94
AT2G19860.2	AT2G19860	0.00	0.00	0.00	0.04	0.00	0.00
AT2G19870.1	AT2G19870	7.02	7.45	4.95	8.99	5.10	7.45
AT2G19880.1	AT2G19880	6.05	10.68	7.25	11.47	6.10	12.74
AT2G19880.2	AT2G19880	8.21	7.64	9.64	16.09	13.10	10.65
AT2G19890.1	AT2G19890	0.00	0.00	0.00	0.00	0.00	0.20
AT2G19893.1	AT2G19893	0.00	0.00	0.00	0.00	0.00	0.00
AT2G19900.1	AT2G19900	2.40	13.99	3.04	3.79	2.15	6.02
AT2G19910.1	AT2G19910	0.79	1.97	0.94	0.90	0.93	1.36
AT2G19920.1	AT2G19920	0.14	0.07	0.31	0.27	0.06	0.14
AT2G19930.1	AT2G19930	3.66	3.76	3.72	3.21	4.12	3.34
AT2G19940.1	AT2G19940	11.93	15.07	10.48	18.32	16.61	17.55
AT2G19940.2	AT2G19940	1.35	0.00	4.01	0.00	0.00	0.00
AT2G19950.1	AT2G19950	0.14	0.00	0.00	0.52	0.00	0.00
AT2G19950.2	AT2G19950	17.03	19.72	16.90	17.69	16.91	19.22
AT2G19960.1	AT2G19960	0.00	0.00	0.00	0.00	0.00	0.00
AT2G19970.1	AT2G19970	24.07	22.23	29.00	36.48	36.31	24.71
AT2G19980.1	AT2G19980	0.00	0.00	0.00	0.00	0.00	0.00
AT2G19990.1	AT2G19990	7.53	2.55	4.30	25.17	28.53	13.29
AT2G20000.1	AT2G20000	7.36	9.85	7.36	10.39	8.69	6.96
AT2G20010.1	AT2G20010	3.27	7.26	1.02	3.28	1.83	0.47
AT2G20010.2	AT2G20010	8.67	7.02	10.98	9.79	14.21	13.52
AT2G20020.1	AT2G20020	4.02	6.33	3.08	6.10	5.63	4.56
AT2G20030.1	AT2G20030	2.78	3.36	3.64	6.77	2.60	4.37
AT2G20050.1	AT2G20050	11.79	14.92	12.71	7.70	10.01	9.23
AT2G20050.2	AT2G20050	0.88	1.63	0.21	1.54	0.78	0.87
AT2G20060.1	AT2G20060	45.82	47.65	41.09	51.31	34.54	40.15
AT2G20070.1	AT2G20070	0.00	0.00	0.00	0.00	0.00	0.00
AT2G20080.1	AT2G20080	18.78	19.90	20.35	9.11	10.56	11.23
AT2G20080.2	AT2G20080	2.71	5.42	3.41	1.69	0.72	4.64
AT2G20100.1	AT2G20100	6.15	4.30	3.74	5.64	3.43	5.25
AT2G20100.2	AT2G20100	1.31	1.23	0.42	0.93	1.16	0.65
AT2G20110.1	AT2G20110	2.11	1.25	0.86	0.76	1.31	1.31
AT2G20110.2	AT2G20110	0.00	0.00	0.38	1.07	0.00	0.00
AT2G20120.1	AT2G20120	32.60	33.52	32.49	25.60	20.14	19.09
AT2G20130.1	AT2G20130	20.86	24.24	21.68	19.92	18.21	20.27
AT2G20140.1	AT2G20140	38.04	40.18	40.15	57.97	43.17	42.52
AT2G20142.1	AT2G20142	2.89	0.94	2.30	2.47	2.73	2.73
AT2G20150.1	AT2G20150	0.00	0.00	0.00	0.00	0.00	0.00
AT2G20160.1	AT2G20160	0.00	0.00	0.00	0.00	0.00	0.00
AT2G20170.1	AT2G20170	0.00	0.00	0.00	0.00	0.00	0.00
AT2G20170.2	AT2G20170	0.00	0.00	0.00	0.00	0.00	0.00
AT2G20170.3	AT2G20170	0.00	0.00	0.00	0.00	0.00	0.00
AT2G20180.1	AT2G20180	0.00	0.00	0.31	0.00	0.00	0.00
AT2G20180.2	AT2G20180	1.04	0.84	2.30	0.85	0.81	1.12
AT2G20180.3	AT2G20180	0.00	0.00	0.04	0.00	0.00	0.00
AT2G20190.1	AT2G20190	16.63	17.46	13.90	17.94	17.42	14.77
AT2G20208.1	AT2G20208	0.00	0.00	0.00	0.00	0.00	0.00
AT2G20210.1	AT2G20210	2.40	2.19	1.98	1.69	2.05	2.27
AT2G20230.1	AT2G20230	104.83	102.56	102.30	52.46	60.65	58.38
AT2G20240.1	AT2G20240	1.86	3.14	1.56	3.69	2.64	2.72
AT2G20250.1	AT2G20250	0.75	0.66	0.19	0.39	0.33	0.70
AT2G20260.1	AT2G20260	47.02	35.15	37.63	22.54	24.36	22.61
AT2G20270.1	AT2G20270	17.51	13.31	20.67	28.74	23.22	16.59
AT2G20270.2	AT2G20270	0.00	0.00	0.00	0.33	0.00	0.00
AT2G20280.1	AT2G20280	53.95	51.78	53.34	63.28	53.80	50.77
AT2G20290.1	AT2G20290	5.06	2.53	4.00	3.03	3.16	3.16
AT2G20298.1	AT2G20298	0.00	0.00	0.00	0.00	0.00	0.00
AT2G20300.1	AT2G20300	10.58	9.09	7.82	12.40	9.77	9.28
AT2G20310.1	AT2G20310	3.84	6.41	5.94	5.87	4.04	5.68
AT2G20320.1	AT2G20320	7.28	8.37	5.17	5.11	6.89	5.75
AT2G20330.1	AT2G20330	19.46	16.59	18.40	20.22	18.22	18.76
AT2G20340.1	AT2G20340	8.15	30.65	11.06	19.88	24.93	18.27
AT2G20350.1	AT2G20350	0.00	0.00	0.00	0.00	0.00	0.00
AT2G20360.1	AT2G20360	143.45	136.71	153.35	146.05	122.41	121.79
AT2G20362.1	AT2G20362	2.32	0.62	3.49	2.85	1.42	1.52
AT2G20370.1	AT2G20370	15.87	18.04	12.36	28.00	18.52	19.69
AT2G20380.1	AT2G20380	0.00	0.00	0.00	0.00	0.00	0.00
AT2G20390.1	AT2G20390	19.03	21.41	20.18	24.50	21.97	24.42
AT2G20390.2	AT2G20390	0.00	0.21	0.00	0.26	0.59	0.16
AT2G20400.1	AT2G20400	5.26	6.61	5.96	4.79	6.03	4.31
AT2G20410.1	AT2G20410	6.53	4.02	6.96	6.56	6.71	6.57
AT2G20420.1	AT2G20420	132.71	136.01	128.02	188.69	142.88	161.71
AT2G20430.1	AT2G20430	0.00	0.00	0.00	0.00	0.00	0.00
AT2G20440.1	AT2G20440	0.00	0.00	0.00	0.00	0.00	0.00
AT2G20440.2	AT2G20440	8.47	9.78	7.49	8.15	9.35	6.58
AT2G20450.1	AT2G20450	201.65	185.32	199.58	429.98	255.28	296.67
AT2G20453.1	AT2G20453	0.00	0.00	0.00	0.00	0.00	0.00
AT2G20460.1	AT2G20460	0.00	0.00	0.06	0.03	0.10	0.15
AT2G20463.1	AT2G20463	0.00	0.00	0.00	0.00	0.00	0.00
AT2G20465.1	AT2G20465	0.00	0.00	0.00	0.00	0.00	0.00
AT2G20470.1	AT2G20470	0.00	0.49	0.22	0.32	0.30	0.33
AT2G20480.1	AT2G20480	22.29	33.44	34.51	49.03	40.03	29.92
AT2G20490.1	AT2G20490	122.29	126.48	134.05	232.44	128.04	161.88
AT2G20490.2	AT2G20490	3.27	3.22	7.68	3.89	6.66	4.72
AT2G20495.1	AT2G20495	7.26	7.24	8.59	9.46	10.11	8.51
AT2G20495.2	AT2G20495	0.00	0.00	0.00	0.00	0.00	0.00
AT2G20500.1	AT2G20500	3.35	5.50	5.59	4.65	5.52	6.26
AT2G20510.1	AT2G20510	0.49	0.49	0.74	0.44	0.00	0.00
AT2G20515.1	AT2G20515	20.83	12.99	16.84	18.39	19.28	16.18
AT2G20520.1	AT2G20520	4.58	0.94	2.22	3.08	2.31	2.66
AT2G20530.1	AT2G20530	50.86	54.93	46.69	69.80	39.79	48.28
AT2G20530.2	AT2G20530	0.37	0.00	0.00	0.00	0.23	0.00
